"handle","name","content","replies","retweets","favorite","unix_timestamp","date","url","search_url","hashtags"
"@Odie1941","Patrick Lucy","@MattWalshBlog Buy a $50 drone & crash into it.","1","0","2","1587386684000","20 Apr 2020","Odie1941/status/1252216632094740482","https://twitter.com/search?lang=en&q=drone&src=typed_query",""
"@SaveAslave","SaveAslave","Iran shows off drones that can reach Israel, threat increases - The Jerusalem Post https://t.co/xjy3RMVhnU","0","0","0","1587387388000","20 Apr 2020","SaveAslave/status/1252219583085371393","https://twitter.com/search?lang=en&q=drone&src=typed_query",""
"@TheThir3dEye","fail.beast","@TheSun What a waste of time and money. UV kills the viruses where those drones are flying. Unless they are flying indoors.","0","0","0","1587387547000","20 Apr 2020","TheThir3dEye/status/1252220251246178310","https://twitter.com/search?lang=en&q=drone&src=typed_query",""
"@FACTUALOPINION0","FACTUAL OPINIONS OF DRED","""I MISS OBAMA, PLEASE COME BACK"" Obama is Hillary Clinton with a tan & a dikk... he's no saviour & was a puppet for corporatism, alphabet activities & war. He's drones more civilians than you or I could count & bombed countless black & brown countries.... Get off his dikk sheep","0","3","3","1587386766000","20 Apr 2020","FACTUALOPINION0/status/1252216973108412416","https://twitter.com/search?lang=en&q=drone&src=typed_query",""
"@homanclature","Chris Homan","@MattWalshBlog “These drones were donated by a Chinese company” (out of the goodness of their hearts)","0","0","5","1587386651000","20 Apr 2020","homanclature/status/1252216491203866630","https://twitter.com/search?lang=en&q=drone&src=typed_query",""
"@ICTRoom24","OBHS Computing","Why not sign up to Amazon's Future Engineer’s virtual coding programme to access 20 hours of content which includes flying drones, designing smart cities and creating chat bots! https://t.co/9UFgnuRXCl #HomeLearningUK","0","1","1","1587386419000","20 Apr 2020","ICTRoom24/status/1252215518523768837","https://twitter.com/search?lang=en&q=drone&src=typed_query","HomeLearningUK"
"@unmannednews2","unmannednews","UAVOS TO CONDUCT SEARCH AND RESCUE MARITIME UAV DEMONSTRATIONS https://t.co/rz4fywPybN #uav #drone #drones #rescue #uavs","0","0","0","1587385812000","20 Apr 2020","unmannednews2/status/1252212972052787202","https://twitter.com/search?lang=en&q=drone&src=typed_query","uav | drone | drones | rescue | uavs"
"@MayWeDieInThe","Lagnis (Terrier)","@JohnWordsworth And, what is cooler? Thor shouting to Iron Man to deal with Ultron while he flies up into the sky with lightning flashing everywhere to battle the drones, or two quiet players sitting at a table while Thor and Iron Man double teams some small Ultron drone? There is a happy medium","0","0","0","1587386219000","20 Apr 2020","MayWeDieInThe/status/1252214680803782656","https://twitter.com/search?lang=en&q=drone&src=typed_query",""
"@izzetcapa","Izzet Capa","Sultanbeyli'de vatandaşlar, özel harekat polislerine drone ile çikolata gönderdi. https://t.co/8mLrua8pIE","11","43","309","1587382241000","20 Apr 2020","izzetcapa/status/1252197993568231431","https://twitter.com/search?lang=en&q=drone&src=typed_query",""
"@jeje_re_007","jeje007","@mompontet Cela fait 2 mois que l’on voit arriver cette vague mortelle. ici ds cet Ehpad le drame se joue depuis 3 semaines. je pense à ces drones qui repèrent ceux qui trichent av le confinement ils ne voient pas nos ainés qui tendent leur solitude oubliée vers un verre d’eau Honte à vous","0","0","1","1587385889000","20 Apr 2020","jeje_re_007/status/1252213297232973825","https://twitter.com/search?lang=en&q=drone&src=typed_query",""
"@ultaslanmustafa","Mustafa EVİNDEKALTÜRKIYE","@cnnturk Üşengeçlikte benim kadar level atlayan yok suyu bile drone ile alıyorum","0","0","1","1587386430000","20 Apr 2020","ultaslanmustafa/status/1252215563776069632","https://twitter.com/search?lang=en&q=drone&src=typed_query",""
"@defendressofsan","Hello 2020","Baltimore PD Wants 24-Hour HD Surveillance Drones to Enforce Social Distancing https://t.co/QFp1EBefNF","0","0","0","1587387206000","20 Apr 2020","defendressofsan/status/1252218818417422336","https://twitter.com/search?lang=en&q=drone&src=typed_query",""
"@ebizimoarabina","Ebizimo","@megastarng @wabote_simbi @officialncdmb @MicroSmooth @erefitei @LayefaBraye @Seiyefa_ @kemelayefa @GovDiriDouye @endi4tim @Zuwairat This is not a drone shot","0","0","0","1587386335000","20 Apr 2020","ebizimoarabina/status/1252215166214844416","https://twitter.com/search?lang=en&q=drone&src=typed_query",""
"@dronechris75","Chris Drone","With no good answer for his lost month of coronavirus preparation, Trump snaps at another female reporter https://t.co/Os1WVDZ3m0","0","0","0","1587386574000","20 Apr 2020","dronechris75/status/1252216170977124352","https://twitter.com/search?lang=en&q=drone&src=typed_query",""
"@BakkenShale","Black Gold Trading #Oil #NaturalGas #Futures ⛽️","Drones for #COVID19 $DFLYF Draganfly Inc. Driving The Future Of Drones Since The PreDrone Era https://t.co/W20ricCsXi $FSLR $CSIQ $TSL $SPWR $CAFD $EIX $SO $SOL $YGE $JKS $YGE $HQCL $GE $PLUG $FCEL $BLDP $CPST $KNDI $CLNE $PEIX $GEVO $AMRS $ADM $DD $DOW $RUN $WWR $OROCF $ALB","0","0","1","1587387016000","20 Apr 2020","BakkenShale/status/1252218024049901569","https://twitter.com/search?lang=en&q=drone&src=typed_query","COVID19"
"@askifatech","Askifa Tech 🇳🇬 #staysafe","Ghana is using delivery drones from U.S.-based startup @zipline to enable it to test people more quickly outside major cities for the novel COVID-19 Ghana has tested over 60,000 people for COVID-19 (d 2nd highest in Africa) with 1,042 confirmed cases, 99 recoveries and 9 deaths. https://t.co/6UrMDjP7bP","0","0","0","1587387694000","20 Apr 2020","askifatech/status/1252220865250562056","https://twitter.com/search?lang=en&q=drone&src=typed_query",""
"@kipkemboierick1","cannon bae","@Kang4Nature @evogeian @dw_environment @kwskenya @lizwathuti @MajiAgri @patriciakombo @WHOKenya @CCF_Kenya @ChdKenya @conservationall @WWF @EstherNgumbi @conservation_dk @Min_TourismKE @TBEi2 use drones to survey","0","0","1","1587387718000","20 Apr 2020","kipkemboierick1/status/1252220966039511041","https://twitter.com/search?lang=en&q=drone&src=typed_query",""
"@Unseriouslyy","APPRESYATE","@Pagal_aurat Drone se ghum ke aya mai abi","0","0","1","1587387417000","20 Apr 2020","Unseriouslyy/status/1252219707131924481","https://twitter.com/search?lang=en&q=drone&src=typed_query",""
"@dronechris75","Chris Drone","Even Trump’s best lackey can’t defend him https://t.co/Ox2sTgDKSM","0","0","0","1587386679000","20 Apr 2020","dronechris75/status/1252216611043512325","https://twitter.com/search?lang=en&q=drone&src=typed_query",""
"@Bhima_Jenkins","Bhima Jenkins","@Akam1129 @AFSUnidentified The show is pretty bad, though I'll watch it all the way through. They don't do a whole lot of repeatable data gathering. Like the pro drone guy had only 1 drone and 1 controller with him. Who goes on a job with no backups??","0","0","0","1587386860000","20 Apr 2020","Bhima_Jenkins/status/1252217370401107968","https://twitter.com/search?lang=en&q=drone&src=typed_query",""
"@Gazetadocerrado","Gazeta do Cerrado","Aeronave desaparecida partiu mesmo de Dianópolis: drone avistou destroços e piloto ficou preso às ferragens https://t.co/H7wki6iSxW https://t.co/RYOvDbojzr","0","0","3","1587387105000","20 Apr 2020","Gazetadocerrado/status/1252218398043508736","https://twitter.com/search?lang=en&q=drone&src=typed_query",""
"@2xwide_dreaming","Double-Wide Dreaming⭐️⭐️⭐️","@LNA2019M Out of Curiosity: How many Turkish drones have y’all shot down, in total?","1","0","0","1587387501000","20 Apr 2020","2xwide_dreaming/status/1252220058266415105","https://twitter.com/search?lang=en&q=drone&src=typed_query",""
"@drone_jim","Drone_Master_Jim","@cal_beu Ol troll sat on his seat o' stone and munched and mumbled a bare old bone for meat was hard to come by..","0","0","0","1587386391000","20 Apr 2020","drone_jim/status/1252215400089243648","https://twitter.com/search?lang=en&q=drone&src=typed_query",""
"@Wavy_Gene","Geneeee","Liberia rl gonna allow China to use drones over the entire country to “create a map” I swear we don’t fucking learn. They already finessing Africa out of everything they have now y’all gonna allow them hoe ass niggas to accurately pin point where everything at?!","0","0","0","1587386072000","20 Apr 2020","Wavy_Gene/status/1252214065952415753","https://twitter.com/search?lang=en&q=drone&src=typed_query",""
"@FLXJosh","Josh Durso","He says a command center has been established in Himrod. Marine patrols from Yates and Seneca counties, multiple fire departments, New York State Police, and drones from Yates and Seneca County are all actively involved in the search.","0","0","4","1587385991000","20 Apr 2020","FLXJosh/status/1252213724410232844","https://twitter.com/search?lang=en&q=drone&src=typed_query",""
"@Padrouga","Hélène jacquelyne φ","Confinement et surveillance massive : l’Etat commande 650 drones pour un montant de 4 millions d’euros - Le courrier du soir https://t.co/M35SR71Ki6","0","30","17","1587304139000","19 Apr 2020","Padrouga/status/1251870411173879810","https://twitter.com/search?lang=en&q=drone&src=typed_query",""
"@MasterAirscrew","masterairscrew","Thanks for trying our STEALTH props, Dennis! We are so glad you like them. https://t.co/yXNgQTWPJx #masterairscrew #prop #propeller #stealth #dji #mavic #mavic2 #noise #upgrade #drone #quad #quadcopter #multirotor #aerialphotography https://t.co/NXZLNjSvT0","0","1","1","1587387517000","20 Apr 2020","MasterAirscrew/status/1252220122670026752","https://twitter.com/search?lang=en&q=drone&src=typed_query","masterairscrew | prop | propeller | stealth | dji | mavic | mavic2 | noise | upgrade | drone | quad | quadcopter | multirotor | aerialphotography"
"@HackneyedAbbort","HackneyedAbbort 病毒 武漢市","@Exiledathome @rileybrewer1 @MarcherLord1 A very small drone. And a very skilled drone flyer. https://t.co/ymqVgh4xw7","0","0","0","1587386682000","20 Apr 2020","HackneyedAbbort/status/1252216624180015104","https://twitter.com/search?lang=en&q=drone&src=typed_query",""
"@MiguelAmpell","Miguel Angel De La C","La unidad de drones de la Policía Foral muestra cómo utilizan esta herramienta de vigilancia #dron #drone #dronepilot #UAS #PRL #prevenciónriesgoslaborales #saludocupacional #seguridadsalud #droneuropa #Ampell #Coronavirus #covid19 https://t.co/uJh1ADO6v5","0","0","0","1587387010000","20 Apr 2020","MiguelAmpell/status/1252217997533609985","https://twitter.com/search?lang=en&q=drone&src=typed_query","dron | drone | dronepilot | UAS | PRL | prevenciónriesgoslaborales | saludocupacional | seguridadsalud | droneuropa | Ampell | Coronavirus | covid19"
"@__KIMDRONE","🥀 DRONE",".อ้าปากรอ https://t.co/F6Q0yQs9ry","0","0","0","1587387316000","20 Apr 2020","__KIMDRONE/status/1252219282009624577","https://twitter.com/search?lang=en&q=drone&src=typed_query",""
"@BillionDrone","Billionaire Drone","@revrrlewis This is the same motivation behind everyone in this sphere: Sell hate to Rubes.","0","0","0","1587387603000","20 Apr 2020","BillionDrone/status/1252220483442892800","https://twitter.com/search?lang=en&q=drone&src=typed_query",""
"@ReportKaren","TheKarenReport","@MattWalshBlog I use my personal drone to take pictures and report violations. #SeeSomethingSaySomething #ReportCOVID19 #StayAtHome","0","0","0","1587387008000","20 Apr 2020","ReportKaren/status/1252217989262344194","https://twitter.com/search?lang=en&q=drone&src=typed_query","SeeSomethingSaySomething | ReportCOVID19 | StayAtHome"
"@PeterPLackeyJr","Peter P. Lackey, Jr.","@MattWalshBlog And let’s not forget, the drones are from China. Almost a Marxist parable there https://t.co/njC8oycjeT","0","0","0","1587387631000","20 Apr 2020","PeterPLackeyJr/status/1252220602888437762","https://twitter.com/search?lang=en&q=drone&src=typed_query",""
"@datadoghq","Datadog, Inc.","Monitor your dynamic, auto-scaling apps and infrastructure with Datadog. Correlate your metrics, logs, and traces; collaborate across #dev and #ops; and get detailed context for troubleshooting issues in real time. Start a free trial today:","44","153","876","1561648521000","27 Jun 2019","datadoghq/status/1144262950930321409","https://twitter.com/search?lang=en&q=drone&src=typed_query","dev | ops"
"@info_drone_","Info Drone","空飛ぶクルマのスカイドライブ、元三菱航空機副社長招く https://t.co/2Y6e1Xz4iw #Drone #ドローン #空飛ぶクルマ 2020年04月20日 21時32分","0","0","0","1587386012000","20 Apr 2020","info_drone_/status/1252213810246504448","https://twitter.com/search?lang=en&q=drone&src=typed_query","Drone | ドローン | 空飛ぶクルマ"
"@NzembeleB","Nzembele Bukasa F 🇨🇩💉","@Aldysheky @Dam17645032 @ChouchouNzembe1 @AdumaSiko1 Porter plainte vers une juridiction à compétence universelle ?🤣🤣🤣 Heureusement que vous avez encore vos drones .bonne chance alors Mr le candidat très très très malheureux.","0","0","2","1587386234000","20 Apr 2020","NzembeleB/status/1252214745186422784","https://twitter.com/search?lang=en&q=drone&src=typed_query",""
"@drone_girls","ドローンジョプラス公式","ドローンジョプラスは東京、大阪を拠点にドローンの魅力を世の中に発信する、女性だけのチームです☆彡 2020年も #ドローン 業界を盛り上げて行きますーー✈️","0","0","2","1587386926000","20 Apr 2020","drone_girls/status/1252217644284968960","https://twitter.com/search?lang=en&q=drone&src=typed_query","ドローン"
"@ItsADerpDrone","iT's A dErP dRoNe","@Pup_Matt Be happy you earnt enough to pay extra taxes I guess?","0","0","0","1587387509000","20 Apr 2020","ItsADerpDrone/status/1252220089643958272","https://twitter.com/search?lang=en&q=drone&src=typed_query",""
"@b_drone","❌Nita the Deplorable ❌","Guatemala says 50 migrants deported from U.S. test positive for coronavirus #SmartNews https://t.co/dcIDXe4x0y","0","0","0","1587387387000","20 Apr 2020","b_drone/status/1252219578731692032","https://twitter.com/search?lang=en&q=drone&src=typed_query","SmartNews"
"@bel_conn","Rambo1947","Drones are Tracking Us - Stan 04/20/2020 https://t.co/tgDyYEl8K5 via @YouTube","0","0","0","1587387734000","20 Apr 2020","bel_conn/status/1252221035295932418","https://twitter.com/search?lang=en&q=drone&src=typed_query",""
"@JeroenBartelse","Jeroen Bartelse","The Time For Delivery Drones To Rise Up Is Now https://t.co/K5IfqOy1GI via @forbes #drone #delivery #COVIDー19 #COVID19 #coronavirus https://t.co/VLG0bZi7Jh","0","0","1","1587383734000","20 Apr 2020","JeroenBartelse/status/1252204256641396736","https://twitter.com/search?lang=en&q=drone&src=typed_query","drone | delivery | COVIDー19 | COVID19 | coronavirus"
"@MiniiDrones","Jana","hi ich hab ne Website https://t.co/olV3wxezWg und inzwischen mag ich sie sogar","0","0","1","1587387221000","20 Apr 2020","MiniiDrones/status/1252218883487956992","https://twitter.com/search?lang=en&q=drone&src=typed_query",""
"@RQoiau","RoQoiau 🇺🇸⭐️⭐️⭐️🇺🇸","@LizRNC Warm breeze in the air and the smell of spring makes me think it might be getting close to Drone Season. https://t.co/PiMnf7jaDq","0","0","0","1587386450000","20 Apr 2020","RQoiau/status/1252215647586717696","https://twitter.com/search?lang=en&q=drone&src=typed_query",""
"@Analytiqa","Analytiqa","From this week’s Logistics Bulletin: GEODIS and DELTA DRONE launch innovative warehouse-inventory solution #logistics #freight #supplychain https://t.co/FIpIblPquy https://t.co/kGfzi4PZ4B","0","0","0","1587385616000","20 Apr 2020","Analytiqa/status/1252212150535442432","https://twitter.com/search?lang=en&q=drone&src=typed_query","logistics | freight | supplychain"
"@dilan_aratemur","Dilan Aratemur","@wthasya Tamam o zaman dkdkfkfk DJI mavic mini drone istiyorum","1","0","1","1587386097000","20 Apr 2020","dilan_aratemur/status/1252214167290994689","https://twitter.com/search?lang=en&q=drone&src=typed_query",""
"@dronechris75","Chris Drone","Stirrings of unrest around the world could portend turmoil as economies collapse https://t.co/2SwKt4ipIe","0","0","0","1587386446000","20 Apr 2020","dronechris75/status/1252215633657421826","https://twitter.com/search?lang=en&q=drone&src=typed_query",""
"@dronechris75","Chris Drone","The lying liars vs. competent governors https://t.co/H2Gguu8eIs","0","0","0","1587386757000","20 Apr 2020","dronechris75/status/1252216936194334720","https://twitter.com/search?lang=en&q=drone&src=typed_query",""
"@BoerseBerge","Börse und Berge","@mehdirhasan Reeducation camps are bad, especially compared to our ongoing drone-enabled Islamicide.","0","0","0","1587387310000","20 Apr 2020","BoerseBerge/status/1252219255002664960","https://twitter.com/search?lang=en&q=drone&src=typed_query",""
"@lyonking37","Drone Pilot","@ananavarro https://t.co/E4Xf2OSbiD","1","0","0","1587386128000","20 Apr 2020","lyonking37/status/1252214300032319489","https://twitter.com/search?lang=en&q=drone&src=typed_query",""
"@DurandoJack","hoodwinkr","@Robertduncan94 @JayLionel7 @real_defender @realDonaldTrump I think one of the drones got your brain","0","0","0","1587386498000","20 Apr 2020","DurandoJack/status/1252215849152364544","https://twitter.com/search?lang=en&q=drone&src=typed_query",""
"@avoca_drone","しろすけ","本当に古い、昭和感あふれるお肉屋さんなのだけど、もも肉や胸肉は丁寧に希望を聞いてその場で細かく切ってくれるし、手羽はいちいち切り込み入れてくれるし、ついでに息子もニコニコ可愛がってくれるし、そんなすべてが有り難くて、ますます応援したい。コロナよ、どうかあのお店をつぶさないで。","0","0","1","1587387584000","20 Apr 2020","avoca_drone/status/1252220406771171329","https://twitter.com/search?lang=en&q=drone&src=typed_query",""
"@EziletVonrag","🌭Pesto Menthe Roquette","J'aime bien comme ils essayent de faire croire que c'est une question de sécurité alors que c'est juste un type qui à convaincu les débiles de la mairie de lui acheter ses drones. https://t.co/vI9P3G7lGn","1","9","16","1587385585000","20 Apr 2020","EziletVonrag/status/1252212019454976000","https://twitter.com/search?lang=en&q=drone&src=typed_query",""
"@IAsyraafI","ADIMeowNo","@amer_mokhtar Pkai drone","1","0","0","1587385871000","20 Apr 2020","IAsyraafI/status/1252213221248823297","https://twitter.com/search?lang=en&q=drone&src=typed_query",""
"@dronechris75","Chris Drone","Cuomo’s advice to fathers: The answer has to be ‘I like the boyfriend’ https://t.co/FyK5Sr7oO6","0","0","0","1587386208000","20 Apr 2020","dronechris75/status/1252214633684971521","https://twitter.com/search?lang=en&q=drone&src=typed_query",""
"@AHMAD53923590","AHMAD","@MissGregory_HT hello miss Gregory i am Ahmad I want to know where I should get my homework drone were?","0","0","0","1587386272000","20 Apr 2020","AHMAD53923590/status/1252214903131299840","https://twitter.com/search?lang=en&q=drone&src=typed_query",""
"@Garudaagni","Garuda Aerospace","Thank you, Sir! And congratulations to the team on field doing a killer job so far! #dronesforgood #drones #technologies #Covid19India #COVID @AgnishwarJ https://t.co/c4TLzkHzs4","0","0","0","1587387382000","20 Apr 2020","Garudaagni/status/1252219556413628416","https://twitter.com/search?lang=en&q=drone&src=typed_query","dronesforgood | drones | technologies | Covid19India | COVID"
"@cobbo3","Charles Onyango-Obbo","Ghana turns to drones to enable faster coronavirus testing. With 834 cases & 9 dead, drones will now fly samples collected from more than 1,000 health facilities in rural areas to laboratories in the capital Accra and to Kumasi, the 2nd-largest city. https://t.co/29wH1JCDnN","2","49","92","1587378558000","20 Apr 2020","cobbo3/status/1252182545971773441","https://twitter.com/search?lang=en&q=drone&src=typed_query",""
"@Todzico","Donny","@bgiuffra @LeonTrahtemberg Bruno, estamos en plena cuarentena. Entregas con drones? No parece ser el mejor momento para esa idea. https://t.co/l6T7fZYUbe","0","0","1","1587386117000","20 Apr 2020","Todzico/status/1252214252565409793","https://twitter.com/search?lang=en&q=drone&src=typed_query",""
"@Bath_Bird","Bath_Bird","@prhughes @WeLoveBath He was powering a drone and was well away from the tree fall!","0","0","0","1587385834000","20 Apr 2020","Bath_Bird/status/1252213064822403075","https://twitter.com/search?lang=en&q=drone&src=typed_query",""
"@JjAdams82","GunnerJay16","@RealSaavedra Why are they out blocking traffic, not in the hospital? It’s staged. The people in that thread are mindless drones.","0","0","0","1587386360000","20 Apr 2020","JjAdams82/status/1252215272443953154","https://twitter.com/search?lang=en&q=drone&src=typed_query",""
"@CoffeeVape1","Coffee Vape","@CherokeeGirl333 I’m with you! Chinese drones?!?! Absolutely appalling!!","0","0","0","1587385841000","20 Apr 2020","CoffeeVape1/status/1252213094383788033","https://twitter.com/search?lang=en&q=drone&src=typed_query",""
"@GreenDroneAds","Green Drone","#Marketing in a Crisis, One Month Later https://t.co/Q7Tk60oTOu https://t.co/2OlMxNC6rZ","0","0","0","1587385742000","20 Apr 2020","GreenDroneAds/status/1252212680921944064","https://twitter.com/search?lang=en&q=drone&src=typed_query","Marketing"
"@judehansen","Jude @ 🏠","@PubOperator @weijia @gtconway3d Michigan wasn't under shelter-in-place order until March 24","3","0","15","1587355624000","20 Apr 2020","judehansen/status/1252086357494689792","https://twitter.com/search?lang=en&q=drone&src=typed_query",""
"@raphaelsurcouf","Raphaël SurcouF","@Aimen06 @pbeyssac @framaka @DJIGlobal @Parrot @drone_06 L'autonomie ne dépasse pas les 20 minutes en vol... d'autant qu'il semble équipé d'un haut-parleur ce qui réduit celles-ci L'intérêt est donc assez limité pour faire de la prévention...","0","0","0","1587387783000","20 Apr 2020","raphaelsurcouf/status/1252221240946954249","https://twitter.com/search?lang=en&q=drone&src=typed_query",""
"@sisyphe007","Kant faut y aller...","@HadrienAugust Par drone.","1","0","1","1587387034000","20 Apr 2020","sisyphe007/status/1252218100575014914","https://twitter.com/search?lang=en&q=drone&src=typed_query",""
"@VMuselova","Vincil Muselova","@MattWalshBlog One man's drone is another man's target.","0","0","0","1587387168000","20 Apr 2020","VMuselova/status/1252218658799091712","https://twitter.com/search?lang=en&q=drone&src=typed_query",""
"@OGEscobar2","Mr. Lorenzo","@ConElMazoDando @dcabellor VÍ UN DRONE DE EEUU QUE LLEVABA EL NOMBRE DE MADURO Y CABELLO, ES CUESTIÓN DE TIEMPO.","0","0","0","1587385786000","20 Apr 2020","OGEscobar2/status/1252212863642542081","https://twitter.com/search?lang=en&q=drone&src=typed_query",""
"@Carlo213Ge","Zrinski","@chiarapellegri9 @sono_farmaci La ""faccia"" del drone è una citazione di Oblivion.","0","0","0","1587386914000","20 Apr 2020","Carlo213Ge/status/1252217594813308931","https://twitter.com/search?lang=en&q=drone&src=typed_query",""
"@Emmma__s","Emma Smith","The news just played a clip of drone footage through Newcastle and Durham during isolation and there’s like no one about and it’s made me feel totesss emosh and idk why 😭","0","0","0","1587386776000","20 Apr 2020","Emmma__s/status/1252217016406196225","https://twitter.com/search?lang=en&q=drone&src=typed_query",""
"@Rob_Huddleston","Rob Huddleston","@AddisynNewman No tee times. They have a week time frame to play the match. No spectators, either, although Leo talked to a buddy about standing over at the park and using a drone to watch. 😂","0","0","0","1587385728000","20 Apr 2020","Rob_Huddleston/status/1252212620234575872","https://twitter.com/search?lang=en&q=drone&src=typed_query",""
"@DronHut","DronHut","#phantom #gopro #tech SJRC F11 GPS 5G Wifi FPV Drone with 1080P Camera https://t.co/RzR5ya2MEB https://t.co/xOAyyC3p8F","0","0","0","1587386740000","20 Apr 2020","DronHut/status/1252216866090729475","https://twitter.com/search?lang=en&q=drone&src=typed_query","phantom | gopro | tech"
"@AgnishwarJ","AgnishwarJayaprakash","DRONE DABBING - Our team letting off some stream after a long hard day of work!! Well done Men, so Proud of you all! #dapper #play #styleinspiration #dab #dankmemes #fun #pic #workhardplayhard #longday #work #pose https://t.co/v6szkOirgz","0","0","1","1587386941000","20 Apr 2020","AgnishwarJ/status/1252217707274989568","https://twitter.com/search?lang=en&q=drone&src=typed_query","dapper | play | styleinspiration | dab | dankmemes | fun | pic | workhardplayhard | longday | work | pose"
"@Johann_YLL","Task Force 141","Iron man 3 c’est l’un des pires Marvel comment vous m’expliquer que le boug il a déjà réussi à combatre un robot géant, des robot drones, une légion d’Alien et dérouté une tête nucléaire pour se faire niquer dans sa barraque par trois hélicos","1","2","1","1587385615000","20 Apr 2020","Johann_YLL/status/1252212146328547330","https://twitter.com/search?lang=en&q=drone&src=typed_query",""
"@ImRaina","Suresh Raina🇮🇳","*Feed The Hungry* Let's Unite to Ignite the Fire in their homes... Again. For more details - visit @nammyohodaan @phoolversha @nesswadia @go_garry @kanika.d @iamitsharma Drone Shots: @MumbaiLiveNews https://t.co/xs2D6p8SMY","4","40","397","1587385996000","20 Apr 2020","ImRaina/status/1252213744811143168","https://twitter.com/search?lang=en&q=drone&src=typed_query",""
"@SNA110","SHIA NEWS ALERTS","#Saudi drone downed by #Ansarullah over #Yemeni airspace. https://t.co/FSmzrs1yN6","0","1","0","1587387631000","20 Apr 2020","SNA110/status/1252220603861315584","https://twitter.com/search?lang=en&q=drone&src=typed_query","Saudi | Ansarullah | Yemeni"
"@DronerNation","DronerNation","Best Drones For Sale and Why https://t.co/PrHwWqmnCB","0","0","0","1587387503000","20 Apr 2020","DronerNation/status/1252220065795244032","https://twitter.com/search?lang=en&q=drone&src=typed_query",""
"@BillionDrone","Billionaire Drone","@revrrlewis @ainsleyearhardt looks like a hostage.","2","0","1","1587385560000","20 Apr 2020","BillionDrone/status/1252211915620626433","https://twitter.com/search?lang=en&q=drone&src=typed_query",""
"@AeroTestingMag","aerotestmag","Kratos wins US$19m contract to supply target drones https://t.co/AubuRAoLUz https://t.co/CZ5DsExodg","0","0","0","1587386443000","20 Apr 2020","AeroTestingMag/status/1252215618285289473","https://twitter.com/search?lang=en&q=drone&src=typed_query",""
"@GhasghasePayasa","Alright! ಮುಂದುಕ್ಕೆ ಹೋಗೋಣ","This. 😍 Bangalore Drone View. https://t.co/XGlvINFRPJ @WeAreBangalore","0","0","0","1587387086000","20 Apr 2020","GhasghasePayasa/status/1252218314979332096","https://twitter.com/search?lang=en&q=drone&src=typed_query",""
"@LucioMM1","Lucio Martelli","@DanielAronoff @rfitz77 man we fine people sitting on benches alone in italy. We send drones in rural areas to check if people are out in the woods. JFC do you understand the social repercussions long term of that?","0","0","0","1587386643000","20 Apr 2020","LucioMM1/status/1252216458605744128","https://twitter.com/search?lang=en&q=drone&src=typed_query",""
"@90kid2382","Thank you Adventure Time","@GeorgeTakei Stuff like this is why I support Drone Surveillance.","0","0","0","1587386689000","20 Apr 2020","90kid2382/status/1252216653762396160","https://twitter.com/search?lang=en&q=drone&src=typed_query",""
"@Angelstar444","Angie Stern-Lynch & Sean Lynch","#Birdseyeview of #Monday nights #sunset #stayhome #staysafe #coalpoint #csafremont #dji #sunsetphotography #drone #sunset #lakemacquarie #mavicair #dronestagram #ig_captures #nature #naturephotography #australia #earth #lovenewcastle #lakemac #djiglobal #djidrones https://t.co/reFpied7bU","0","0","0","1587386375000","20 Apr 2020","Angelstar444/status/1252215336507588610","https://twitter.com/search?lang=en&q=drone&src=typed_query","Birdseyeview | Monday | sunset | stayhome | staysafe | coalpoint | csafremont | dji | sunsetphotography | drone | sunset | lakemacquarie | mavicair | dronestagram | ig_captures | nature | naturephotography | australia | earth | lovenewcastle | lakemac | djiglobal | djidrones"
"@timeonhands2","FreedomLover","#LiberateAmerica #COVID19 is not a reason to use drones let alone in peoples backyards. We are in the USA and not Communist China. We need our #freedom back https://t.co/771vyf7rFO","0","0","1","1587387128000","20 Apr 2020","timeonhands2/status/1252218491907665921","https://twitter.com/search?lang=en&q=drone&src=typed_query","LiberateAmerica | COVID19 | freedom"
"@kristyndante","Typical Fancy 🎈","Remember! I care! Nobody even remembers ""Justin""s authorization on that Iranian general! Code; ""Drone"" = ""Piper"" = ""Purge""","1","0","0","1587385620000","20 Apr 2020","kristyndante/status/1252212166158987264","https://twitter.com/search?lang=en&q=drone&src=typed_query",""
"@enjoydorone","enjoy.drone","@taka27_fpv あんまり怖がられないんですね！？ 途中、黒ヤギさんの前で着地しそうになったのがドキドキ🤣","0","0","0","1587386648000","20 Apr 2020","enjoydorone/status/1252216480906620930","https://twitter.com/search?lang=en&q=drone&src=typed_query",""
"@NavalDrones","Chris R","@ConsWahoo @JerryHendrixII No doubt. But at what opportunity cost?","0","0","0","1587387627000","20 Apr 2020","NavalDrones/status/1252220586694250502","https://twitter.com/search?lang=en&q=drone&src=typed_query",""
"@RosenthalEllery","Eliyahu V⃣∞☯︎☮︎ ▸▸","Ghana turns to drones to enable faster coronavirus testing https://t.co/vqGxRF6gXI","0","0","1","1587386881000","20 Apr 2020","RosenthalEllery/status/1252217459010146304","https://twitter.com/search?lang=en&q=drone&src=typed_query",""
